input_size,sweep_label,strategy_label,sweep_reuse_factor,layer,layer_index,actual_strategy,reuse_factor,config_name,module_name,latency_cycles_min,latency_cycles_max,interval_cycles_min,interval_cycles_max,latency_ms_min,latency_ms_max,interval_ms_min,interval_ms_max,bram_18k,dsp,ff,lut,lut_percent_xcu55c,uram,report_path,sweep_root
512,Resource RF4,Resource,4,conv1,1,Resource,4,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,67601,219701,67601,219701,0.270404,0.878804,0.270404,0.878804,8,160,10215,12888,0.9885861561119293,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_15126467_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00
512,Resource RF4,Resource,4,conv2,2,Resource,4,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,17425,56629,17425,56629,0.0697,0.226516,0.0697,0.226516,8,480,25628,33364,2.5592169857633773,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_15126467_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00
512,Resource RF4,Resource,4,conv3,3,Resource,4,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,4625,15029,4625,15029,0.0185,0.060116,0.0185,0.060116,8,768,35776,46064,3.5333824251350023,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_15126467_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00
512,Resource RF4,Resource,4,conv4,4,Resource,4,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,1297,4213,1297,4213,0.005188,0.016852,0.005188,0.016852,8,1024,44672,57900,4.4412739322533135,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_15126467_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00
512,Resource RF4,Resource,4,conv5,5,Resource,4,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,401,1301,401,1301,0.001604,0.005204,0.001604,0.005204,8,1280,61693,82710,6.344348306332843,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_15126467_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00
512,Resource RF4,Resource,4,conv6,6,Resource,4,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,145,469,145,469,0.00058,0.001876,0.00058,0.001876,8,1280,61693,82708,6.3441948944526265,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource4_RFResource4_fold0_hls_15126467_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource4_hls_151264670e00
512,Resource RF8,Resource,8,conv0,0,Resource,8,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,1065025,3461329,1065025,3461329,4.2601,13.845316,4.2601,13.845316,8,40,3444,2637,0.20227356406480118,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_00d67c66_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0
512,Resource RF8,Resource,8,conv1,1,Resource,8,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,67601,270401,67601,270401,0.270404,1.081604,0.270404,1.081604,8,80,6808,8659,0.664196735395189,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_00d67c66_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0
512,Resource RF8,Resource,8,conv2,2,Resource,8,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,17425,74053,17425,74053,0.0697,0.296212,0.0697,0.296212,8,240,16622,20628,1.5822901325478644,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_00d67c66_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0
512,Resource RF8,Resource,8,conv3,3,Resource,8,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,4625,19653,4625,19653,0.0185,0.078612,0.0185,0.078612,8,384,23114,28627,2.1958609474717723,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_00d67c66_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0
512,Resource RF8,Resource,8,conv4,4,Resource,8,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,1297,5509,1297,5509,0.005188,0.022036,0.005188,0.022036,8,512,27858,34623,2.6557897643593518,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_00d67c66_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0
512,Resource RF8,Resource,8,conv5,5,Resource,8,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,401,1701,401,1701,0.001604,0.006804,0.001604,0.006804,8,640,37856,48678,3.7338917525773194,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_00d67c66_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0
512,Resource RF8,Resource,8,conv6,6,Resource,8,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,145,613,145,613,0.00058,0.002452,0.00058,0.002452,8,640,37855,48676,3.7337383406971036,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource8_RFResource8_fold0_hls_00d67c66_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource8_hls_00d67c66dfd0
512,Resource RF16,Resource,16,conv0,0,Resource,16,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,1065025,8253937,1065025,8253937,4.2601,33.015748,4.2601,33.015748,2,8,2191,1976,0.15157093765341187,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bfa9ddb3_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197
512,Resource RF16,Resource,16,conv1,1,Resource,16,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,67601,422501,67601,422501,0.270404,1.690004,0.270404,1.690004,8,32,4874,6491,0.49789825724104075,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bfa9ddb3_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197
512,Resource RF16,Resource,16,conv2,2,Resource,16,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,17425,104545,17425,104545,0.0697,0.41818,0.0697,0.41818,8,120,11543,14057,1.0782554000981837,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bfa9ddb3_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197
512,Resource RF16,Resource,16,conv3,3,Resource,16,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,4625,30057,4625,30057,0.0185,0.120228,0.0185,0.120228,8,192,15599,17412,1.33560382916053,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bfa9ddb3_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197
512,Resource RF16,Resource,16,conv4,4,Resource,16,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,1297,8425,1297,8425,0.005188,0.0337,0.005188,0.0337,8,256,17861,19712,1.5120274914089347,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bfa9ddb3_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197
512,Resource RF16,Resource,16,conv5,5,Resource,16,config28,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s,401,2501,401,2501,0.001604,0.010004,0.001604,0.010004,8,320,25924,31248,2.3969072164948453,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bfa9ddb3_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config28_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197
512,Resource RF16,Resource,16,conv6,6,Resource,16,config33,conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s,145,901,145,901,0.00058,0.003604,0.00058,0.003604,8,320,25920,31246,2.3967538046146295,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource16_RFResource16_fold0_hls_bfa9ddb3_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_26_16_5_3_0_32u_config33_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource16_hls_bfa9ddb35197
512,Resource RF32,Resource,32,conv0,0,Resource,32,config3,conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s,1065025,8253937,1065025,8253937,4.2601,33.015748,4.2601,33.015748,2,8,2191,1976,0.15157093765341187,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_04a8ea59_prj/solution1/syn/report/conv_2d_cl_array_ap_fixed_1u_array_ap_fixed_30_13_5_3_0_8u_config3_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e
512,Resource RF32,Resource,32,conv1,1,Resource,32,config8,conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s,67601,726701,67601,726701,0.270404,2.906804,0.270404,2.906804,8,16,4525,5403,0.41444219440353464,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_04a8ea59_prj/solution1/syn/report/conv_2d_cl_array_ap_ufixed_8u_array_ap_fixed_24_11_5_3_0_16u_config8_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e
512,Resource RF32,Resource,32,conv2,2,Resource,32,config13,conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s,17425,187309,17425,187309,0.0697,0.749236,0.0697,0.749236,8,48,8642,10929,0.8383192194403535,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_04a8ea59_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_12_5_3_0_24u_config13_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e
512,Resource RF32,Resource,32,conv3,3,Resource,32,config18,conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s,4625,50865,4625,50865,0.0185,0.20346,0.0185,0.20346,8,96,12729,14162,1.0863095238095237,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_04a8ea59_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_13_5_3_0_24u_config18_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e
512,Resource RF32,Resource,32,conv4,4,Resource,32,config23,conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s,1297,14257,1297,14257,0.005188,0.057028,0.005188,0.057028,8,128,14056,15398,1.1811180657830143,0,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e/fold_0/project/cnn_small_hls_opt_img512_res512_layers7_W8A8_P50_RFResource32_RFResource32_fold0_hls_04a8ea59_prj/solution1/syn/report/conv_2d_cl_array_array_ap_fixed_25_14_5_3_0_32u_config23_s_csynth.rpt,/pub/scratch/sdeheredia/Coyote/examples/ml_baseline/hls4ml/artifacts_selected_feasible_candidates/cnn_small_hls_opt_img512/notebook_pruned_qat/res512_layers7_W8A8_P50_RFbase_resource_strategy_from_b3a09a3d898b/hls_sweeps/RFResource32_hls_04a8ea59b68e
